SentenceId	View	Opinion
017922	途观	pos
017918	凯越	neu
017915	途安L	pos
017905	速派	pos
017900	沃尔沃S60L	neu
017900	凯迪拉克ATS-L	neu
017899	广汽传祺GA3S PHEV	neu
017894	广汽传祺	neu
017894	GA8	pos
017888	途观	pos
017878	科鲁兹	neu
017876	奔驰	neu
017876	宝马	neu
017867	途观	neu
017867	途安	neu
017867	汉兰达	neu
017867	奥德赛	neu
017867	昂科威	neu
017867	KODIAQ	neu
017865	速派	pos
017850	途观	pos
017847	吉利	neu
017847	大众辉昂	neu
017847	辉腾	neu
017845	斯柯达	neu
017843	朗逸	pos
017842	威朗	neu
017842	明锐	neu
017837	凌渡GTS	pos
017829	斯柯达	neu
017827	F0	neg
017826	华晨宝马	neg
017825	雪佛兰创酷	neg
017813	途观	pos
017805	大众途观	neu
017804	现代265LC-7	neu
017803	大众凌渡	pos
017798	速派	neu
017798	迈腾	neu
017797	玛莎拉蒂	pos
017797	法拉利	pos
017797	Maserati 250F	pos
017796	起亚	neu
017796	K2	pos
017787	福特E450	pos
017783	蒙迪欧	neu
017783	君威GS	neu
017783	CC	neu
017767	沃尔沃S90	pos
017763	大众途观	neu
017751	飞度	pos
017748	东风标致	neu
017746	帕萨特	neg
017746	迈腾	pos
017742	皇冠	neu
017742	本田	neu
017742	Integra	neu
017735	途观	neu
017734	凯美瑞	neu
017732	雪佛兰	neg
017732	通用	neg
017731	途安L	pos
017721	上汽大众斯柯达	pos
017721	速派	pos
017720	Cross Polo	neu
017714	宝马	neu
017713	东风标致308	neu
017709	东风雪铁龙	neg
017708	途观	neu
017699	北汽幻速	neu
017697	速派	pos
017690	讴歌	pos
017684	保时捷卡宴	neu
017680	上海通用别克	neg
017680	凯越	neg
017679	丰田	pos
017679	凯美瑞	pos
017677	晶锐	pos
017675	长安	neu
017673	宝马	neu
017667	途安L	pos
017664	途观	neu
017661	东风标致	neu
017658	帕萨特	pos
017658	辉昂	pos
017655	凯迪拉克	neu
017635	DS	neg
017631	广汽	neu
017631	丰田	neu
017631	本田	neu
017629	启辰R50	neg
017628	高尔夫 GTI	neu
017628	一汽-大众	neu
017611	NEW POLO	pos
017609	君威	neu
017608	迈腾B7L	neu
017608	迈腾	neu
017608	B7	neu
017597	大众	neu
017597	朗逸	neu
017593	速派	neu
017590	A7	pos
017587	速派	neu
017585	起亚	pos
017585	讴歌CDX	pos
017585	308	pos
017582	夏朗	pos
017580	上汽大众	pos
017578	宝骏560	pos
017568	宝马5系	neu
017560	玛莎拉蒂	neu
017559	DS6	neg
017559	DS	neg
017551	途观	pos
017551	昂科威	neu
017549	途安L	neu
017543	大众	neg
017538	朗动	pos
017531	飞度	pos
017529	速腾	neu
017522	奇瑞	neg
017522	风云2	neg
017521	轩逸	neu
017521	思域	neu
017514	一汽大众	neu
017514	迈腾	neu
017512	长安悦翔V7	neu
017507	C4L	pos
017506	宝马MINI	neg
017505	福特F550	neu
017499	威朗	neu
017499	思域	neu
017489	凌度	neu
017484	福特	neu
017473	途观	neu
017471	奇瑞捷豹路虎	neu
017471	捷豹XFl	neu
017471	奔驰	neg
017469	Polo	neu
017469	Polo GTI	pos
017457	别克	pos
017451	POLO	neu
017451	大众	neu
017450	途观	pos
017442	凌渡GTS	pos
017440	凌渡	neu
017437	神龙	neu
017437	东风日产	neu
017437	北京现代	neu
017436	福特	neu
017435	宝马	neu
017429	途观	pos
017428	昕动	pos
017426	明锐	pos
017422	昕动	neu
017419	途观	pos
017418	通用	neu
017418	宝骏	neu
017416	铃木维特拉	neu
017410	北京现代名图	neg
017407	奥迪Q7	neu
017407	奥迪Q5	neu
017407	奥迪Q3	neu
017407	奥迪A8	neu
017407	奥迪A6L	neu
017407	奥迪A4L	neu
017407	奥迪A3	neu
017407	奥迪	neu
017406	昕动	pos
017399	朗逸	pos
017399	大众	neu
017395	猎豹CS10	pos
017392	大众polo	neu
017389	马自达6	pos
017389	一汽马自达	neu
017388	H2	pos
017388	哈弗	pos
017384	CorssPolo	neu
017382	ATS	pos
017379	众泰	neu
017375	凯越	pos
017368	昕动	neu
017367	东风风神	pos
017367	A60	pos
017358	速派	pos
017357	捷豹路虎	pos
017353	雷诺大风景	neg
017353	雷诺	neg
017350	大众斯柯达	pos
017350	速派	pos
017348	卡罗拉	neu
017347	花冠	pos
017347	威驰	neu
017347	佳美	neu
017347	丰田	pos
017344	别克	neu
017344	凯越	neu
017343	北京现代瑞纳	neg
017338	大众	neu
017338	锐界	neu
017338	汉兰达	neu
017337	上汽大众	pos
017326	起亚K5	neg
017325	途观	neu
017321	雷诺	neg
017320	大众T3	neu
017320	保时捷	neu
017319	轩逸	neu
017319	日产轩逸	neu
017319	丰田卡罗拉	neu
017319	丰田卡罗拉	neu
017319	大众速腾	neu
017319	别克英朗	neu
017315	奔驰	neu
017314	POLO	pos
017314	大众	neu
017312	广汽菲亚特	pos
017312	菲翔	pos
017302	雷克萨斯	neu
017302	LX 570	neu
017301	斯柯达	pos
017300	途观	pos
017297	雅阁	pos
017294	日产	neu
017294	东风风度MX5	pos
017289	东风标致	neu
017288	一汽大众迈腾	neg
017284	途观	neu
017274	尚酷	neu
017274	甲壳虫	pos
017274	长安福特	neg
017274	福特	neu
017274	福克斯	neu
017274	大众	neu
017272	帕萨特	neg
017270	卡罗拉	neu
017269	东风标致4008	pos
017249	晶锐	pos
017245	东风风神	neu
017245	A60	neu
017239	朗动	neu
017238	速腾	pos
017238	迈腾	pos
017236	桑塔纳	neu
017236	宾利	neu
017232	威朗	pos
017232	思域	neu
017231	大众	neg
017229	大众	pos
017225	哈弗H7	pos
017223	福特福克斯	neu
017221	上海大众	neu
017218	凯越	neu
017218	别克	neu
017216	大众	pos
017211	君越	pos
017209	途安L	neu
017204	通用	pos
017204	克莱斯勒	pos
017204	福特	pos
017195	英朗	neg
017195	别克	neg
017195	朗逸	neg
017188	奥迪	neu
017178	大众	pos
017176	GLS	neg
017176	起亚	neg
017175	飞度	pos
017167	别克	neu
017148	翼虎	neg
017148	昂科威	neg
017148	X1	neg
017148	Q3	neg
017148	GLA	neg
017148	DS6	neg
017148	3008	neg
017147	北京现代	neg
017145	桑塔纳	neg
017144	大众	neu
017143	桑塔纳	pos
017137	Yeti	pos
017134	保时捷 macan	neu
017132	东风标致	pos
017132	308	pos
017128	大众	neu
017128	奥迪	pos
017122	朗逸	pos
017122	丰田卡罗拉	neu
017122	大众高尔夫	neu
017117	途观	neu
017114	雪佛兰赛欧	neg
017113	斯柯达	neu
017113	马自达	neu
017112	大众	neu
017110	朗逸	neu
017106	保时捷	pos
017094	宝马	pos
017091	兰博基尼	neu
017091	法拉利	neu
017090	斯柯达昕动	neu
017083	途观	pos
017081	大众辉昂	neu
017081	辉腾	neu
017081	宝马5	neu
017081	奥迪A6	neu
017080	Polo GTI	pos
017079	Tiguan	pos
017077	奥迪	neu
017069	速腾	neu
017068	斯柯达	pos
017062	英菲尼迪	pos
017062	讴歌	neg
017060	一汽A4	neu
017060	华晨3系	neu
017060	北京C级	neu
017055	铃木	pos
017054	宝马	neu
017049	东风悦达	neg
017049	北京现代	pos
017045	帝豪	neu
017044	别克君威	neg
017043	速派	neu
017036	别克凯越	neu
017035	江淮	neu
017034	丰田2ZR	pos
017032	广汽传祺	neu
017032	江淮	neu
017032	荣威750	neu
017032	哈弗H8	neu
017032	H9	neu
017032	东风A9	neu
017032	北汽BJ80	neu
017032	力帆	neu
017032	820	neu
017032	众泰	neu
017032	Z700	neu
017030	一汽-大众	pos
017022	福克斯	neu
017012	途观	pos
017011	卡罗拉	neu
017008	凌渡	neu
017008	阿特兹	neu
017006	朗逸	pos
017003	北京奔驰GLK	neg
017000	轩逸	neg
017000	日产	pos
016993	大众	neg
016992	英朗	neu
016991	大众	neu
016991	奔驰	neu
016991	宝马	neu
016991	奥迪	neu
016989	北京现代	neg
016986	Polo GTi	neg
016985	朗逸	pos
016981	雷克萨斯LC500	neu
016981	LC500h	neu
016977	现代ix35	neg
016975	福特	neu
016973	东风日产	neu
016973	轩逸	neu
016971	讴歌	neu
016970	君越	pos
016968	上汽大众	neu
016968	POLO	neu
016964	奔驰	neg
016964	奥迪	neg
016964	昂科威	neg
016963	宋	pos
016963	比亚迪	neu
016958	大众	neu
016951	天籁	neu
016951	东风日产	neu
016950	辉昂	neu
016937	Cross Polo	neu
016933	别克凯越	pos
016931	宝马	neu
016931	308S	pos
016928	途观	pos
016925	日产东风风度MX6	neg
016921	大众途安	neg
016909	北京现代	neu
016906	长城	pos
016905	宝马	neg
016904	奥迪	neg
016902	福特福克斯	neu
016901	帝豪ec8	neg
016898	宝马	neu
016897	雪佛兰迈锐宝XL	neu
016896	大众	pos
016895	威朗	neu
016895	昕动	neu
016893	斯柯达	pos
016893	晶锐	pos
016877	甲壳虫	neu
016877	大众	neu
016876	大众	neg
016872	途观	neu
016870	B90	neu
016870	B70	neu
016870	B50	neu
016870	奔腾	neu
016870	B30	neu
016869	骊威	pos
016865	奥迪RS	neu
016861	别克	neg
016859	MGRover	neu
016859	上汽	neu
016857	小旋风	neu
016857	五菱之光	neu
016857	五菱	pos
016855	蔚揽	neu
016855	迈腾	neu
016855	迈旅	neu
016854	明锐	pos
016853	雅阁	pos
016853	本田	pos
016847	宝马M2	neu
016846	雅阁	pos
016846	帕萨特	neu
016845	沃尔沃	neu
016845	XC90	neu
016841	翼虎	neu
016841	途观	neu
016841	昂科威	neu
016840	现代	neg
016837	自由光	pos
016837	东标	neu
016837	jeep	pos
016837	4008	pos
016827	长城	neu
016827	吉利	neu
016822	上汽大众凌渡GTS	neu
016816	途安L	pos
016810	途安Ｌ	pos
016806	途观	pos
016803	高尔夫	neu
016803	POLO	pos
016800	斯柯达晶锐	neu
016797	迈腾	pos
016795	途观	pos
016795	大众	pos
016791	东风标致3008	pos
016789	晶锐	pos
016785	大众途安	neu
016781	凯美瑞	pos
016777	途观	pos
016773	Cross Polo	pos
016767	晶锐	pos
016766	明锐	neu
016759	凌度	neu
016755	朗行	neu
016751	东风日产	neu
016748	斯柯达明锐	pos
016745	思域	pos
016745	本田	neu
016743	凯迪拉克	neu
016743	PHEV	neu
016741	现代	neu
016741	途胜	pos
016724	沃尔沃	neu
016721	悦纳	pos
016720	凌渡	pos
016700	东风悦达起亚k3	neg
016699	速派	pos
016693	S40	neu
016692	宝马	neg
016686	雪佛兰科帕奇	neg
016685	别克凯越HRV	pos
016682	途安	pos
016674	大众	pos
016671	斯柯达昕动	neg
016669	雷凌	pos
016667	昂克赛拉	pos
016667	阿特兹	neg
016667	CX-4	neu
016667	CX-5	neg
016665	宝马	neu
016665	X7	neu
016665	X5	neu
016665	7系	neu
016663	宝马	neu
016663	i8	neu
016663	i3	neu
016660	昕动	pos
016659	昕锐	pos
016656	翼虎	neu
016656	途观	neu
016656	奇骏	neu
016656	国产自由光	neu
016656	昂科威	neu
016656	CR-V	neu
016644	中华H530	neu
016644	欧蓝德	neu
016644	凯越	neu
016644	君越	neu
016644	宝骏630	neu
016639	途观	neu
016639	斯柯达 KODIAQ	pos
016635	凯迪拉克	neu
016633	哈弗	neg
016632	捷豹	neu
016630	长安福特福特蒙迪欧致胜	neg
016629	十代思域	pos
016629	本田	neu
016624	Polo GTI	neu
016624	Polo	neu
016623	飞度	pos
016622	标致	neu
016621	福克斯	pos
016614	开瑞K50	pos
016613	迈锐宝XL	neu
016611	奥迪	neu
016600	途观	pos
016600	上汽大众	pos
016600	RAV4 荣放	neu
016596	路虎极光	neg
016595	斯柯达速派	pos
016590	凯越	pos
016589	大众CUV	neu
016586	途观	pos
016585	别克凯越	neu
016584	雪铁龙	pos
016577	广汽本田	neg
016575	途安	pos
016575	大众	neu
016572	丰田卡罗拉	neu
016572	本田雅阁	neu
016572	宝马	neu
016571	别克	pos
016565	长安	pos
016560	幻速H2	neu
016560	北汽幻速	neu
016558	桑塔纳	neu
016558	凯越	pos
016558	捷达	neu
016558	富康	neu
016555	雅阁	pos
016552	大众朗逸	pos
016549	林肯	neu
016549	XRT	neu
016549	Q5	neu
016543	荣达	neu
016537	朗境	pos
016533	华泰	pos
016531	奥迪A6	neu
016530	雅阁	neu
016514	速派	pos
016513	Volkswagen Polo	pos
016507	英朗	neu
016507	朗逸	neu
016507	科鲁兹	neu
016507	卡罗拉	neu
016507	福睿斯	neu
016503	大众	neg
016500	大众	neu
016499	波尔舍	neu
016499	保时捷	neu
016490	沃尔沃	neu
016489	斯柯达	neu
016489	明锐	neu
016487	明锐	neu
016482	途观	pos
016476	众泰T600	neg
016475	讴歌	neu
016474	大众	neg
016473	东风风度	neg
016469	东风标致	neu
016469	4008	neu
016469	3008	neu
016462	桑塔纳	neu
016461	Polo	pos
016460	东风	neu
016460	风神	neu
016460	东风标致雪铁龙	neu
016456	宝马	pos
016449	晶锐	pos
016446	长安铃木天语	neg
016445	明锐	pos
016442	凌渡	pos
016441	福特锐界	pos
016441	汉兰达	pos
016441	传祺GS8	pos
016436	奔驰	pos
016436	宝马	pos
016435	斯柯达	pos
016435	明锐	pos
016425	别克	neu
016424	途安L	pos
016422	大众	neu
016418	途观	pos
016416	途安L	neu
016413	大众	neu
016412	林肯	neu
016412	MKZ	neu
016412	Continental	neu
016411	GTI	pos
016411	307	neu
016410	沃尔沃	neg
016407	斯柯达	pos
016406	朗逸	neu
016406	H6	neu
016405	昕锐	neu
016399	斯柯达明锐	neg
016396	奥迪	pos
016392	斯柯达Yeti	pos
016387	英朗	pos
016386	凯越	pos
016381	佳乐	neu
016380	大众	neu
016377	凌渡	neu
016377	Jetta	neu
016376	上海MG7	neg
016371	Polo	pos
016368	昕动	neu
016364	丰田	neg
016364	一汽丰田	neg
016363	大众	neu
016363	GTi	neu
016360	雪佛兰萨博班	pos
016356	凌渡	pos
016352	飞度	neu
016350	晶锐	pos
016347	桑塔纳	neu
016342	途安L	pos
016341	凌渡	pos
016340	斯柯达	pos
016324	小4	neu
016324	爱丽舍	neu
016323	帕萨特	pos
016315	广汽传祺	neu
016314	科鲁兹	neu
016309	速派	neu
016305	东风标致308	neu
016300	雅阁	pos
016300	蒙迪欧	pos
016299	福特Crown Victoria Police Interceptor	neu
016295	广汽丰田致炫	neu
016293	朗逸	pos
016293	上海大众	pos
016291	迈凯轮	neu
016282	凌渡	pos
016273	东风悦达起亚	neu
016272	科鲁兹	neu
016271	致胜	pos
016266	速派	pos
016264	大众	neu
016263	迈腾	pos
016262	大众	pos
016260	昕动	pos
016255	明锐	pos
016252	凯迪拉克PHEV	pos
016244	途观	pos
016236	途观	pos
016232	夏利	neg
016232	桑塔纳	neu
016232	捷达	neu
016232	富康	neu
016230	桑塔纳	pos
016227	比亚迪	neu
016225	途观	neu
016206	东风标致	neu
016201	辉腾	neu
016201	辉昂	neu
016197	途观	pos
016194	速派	neu
016192	轩逸	pos
016192	思域	neg
016192	本田	neu
016189	一汽大众迈腾	neg
016189	迈腾	neg
016188	长安铃木羚羊	neg
016184	Polo GTI	neu
016181	朗逸	neu
016180	速派	pos
016164	梅赛德斯-奔驰	neu
016164	奔驰	neu
016162	卡罗拉	neu
016161	途观	pos
016159	雨燕	neg
016159	骐达	neg
016159	飞度	neg
016159	smart	neg
016159	Polo	neu
016157	途锐	neu
016157	辉腾	neu
016154	宝马	neu
016151	大众凌渡GTI	neu
016150	智跑	neu
016150	起亚	neu
016145	北斗星	neu
016144	斯柯达昕动	neu
016136	QQ6	pos
016134	飞度	pos
016130	宝来	pos
016124	思域	neu
016124	凌派	neu
016124	雷凌	neu
016124	卡罗拉	neu
016124	花冠	neu
016124	锋范	neu
016115	福克斯	neu
016113	东风标致2008	neu
016112	途观	pos
016111	保时捷	neu
016111	BMW	pos
016101	途观	pos
016101	福特锐界	neu
016101	丰田汉兰达	neu
016100	北京现代伊兰特	neg
016094	本田	pos
016091	昕动	neu
016084	奥迪	neg
016082	途观	pos
016079	上海大众	neg
016071	凯越	neu
016068	卡罗拉	pos
016067	朗行	neu
016065	宝马	neu
016062	速腾	neg
016047	Cross Polo	pos
016045	北京现代	neu
016039	途安L	neu
016032	捷豹	neu
016032	F-PACE	neu
016029	Yeti	pos
016027	东风雪铁龙	neg
016024	雅阁	neu
016024	速派	neu
016018	启辰晨风	pos
016012	PHIDEON辉昂	neu
016002	奥迪A8	neu
016001	宝马	neu
015996	丰田	neu
015995	大众	pos
015988	桑塔纳	pos
015984	途观	neu
015981	斯柯达昕锐	pos
015980	速派	neu
015969	讴歌-MDX	pos
015961	PHIDEON辉昂	pos
015960	凯迪拉克	neu
015960	宝马3系	neu
015960	a6L	neu
015955	飞度	pos
015952	福特	neu
015948	Cross桑塔纳	neu
015943	捷达	neu
015943	大众	neu
015940	途观	pos
015940	荣放	neu
015938	速派	pos
015938	斯柯达	neu
015932	途观	pos
015922	北京奔驰	neu
015921	POLO	neu
015920	朗逸	pos
015916	速派	neu
015916	迈锐宝XL	neu
015916	阿特兹	neu
015916	CX-4	neu
015912	梅赛德斯	neu
015912	奔驰GLS级	neu
015910	大众桑塔纳	neu
015905	东风日产轩逸	neg
015904	途观	neg
015904	大众	neg
015903	凯迪拉克	neu
015901	宝马	neu
015899	飞度	neg
015898	凯迪拉克CT6 PHEV	neu
015893	雪铁龙	neg
015886	大众	neu
015884	英朗	neu
015879	众泰	neu
015872	奥迪A8	neg
015870	长安福特	neg
015870	福克斯	neg
015866	速腾	neu
015865	速腾	neu
015865	名图	neu
015864	RAV4	pos
015861	速腾	neu
015858	Buick凯越	neu
015857	A4L	neg
015854	捷豹	neu
015854	Mark 7	neu
015854	XK120	neu
015846	长城	neu
015846	哈弗H6	neu
015844	帕萨特	neg
015841	福特福睿斯	pos
015840	明锐	neu
015839	宝马	neu
015836	凌渡 GTS	pos
015835	迈腾	pos
015828	途观	pos
015827	东风标致新408	neg
015825	斯柯达	neg
015822	威朗	pos
015822	高尔夫	neu
015821	众泰	neu
015821	保时捷	neu
015813	大众	neu
015813	奔驰	neu
015813	奥迪	neu
015812	上海通用别克昂科拉	neg
015802	丰田	neu
015799	速派	neu
015799	上海斯柯达	neu
015798	New Polo	pos
015797	途安	neu
015796	路虎发现神行	pos
015793	上汽大众斯柯达	neu
015793	晶锐	pos
015791	凌渡	neu
015782	天籁	pos
015778	途观	pos
015776	福特	pos
015768	宝马	neu
015766	明锐	neu
015764	丰田	neu
015761	保时捷	neu
015759	途观	pos
015755	桑塔纳	neu
015755	捷达	pos
015748	途观	pos
015747	翼虎	neu
015747	途观	neu
015740	众泰T600	neu
015739	科鲁兹	pos
015738	大众	neu
015736	翼虎	neu
015736	途观	neu
015736	马自达CX-5	neu
015734	起亚	neu
015734	福克斯	neg
015734	POLO	pos
015734	k3s	neg
015731	途观	pos
015731	国光	pos
015730	途观	neu
015730	宝马	neu
015730	昂科威	neu
015727	途安	neg
015727	明锐	neg
015727	凌渡	neg
015724	途观	pos
015709	奥迪	neu
015708	明锐	pos
015705	英朗	pos
015703	奥迪	neu
015702	玛莎拉蒂GranCabrio	neu
015699	POLO	pos
015699	大众	pos
015697	速派	neu
015690	荣威360	pos
015684	蒙迪欧	neu
015684	林肯	neu
015682	爱丽舍	neu
015681	沃尔沃	neg
015679	昕动	neu
015676	帕萨特	neg
015666	胜达	neg
015666	北京现代	neg
015662	雷克萨斯	neg
015662	丰田	pos
015660	东风风行	neg
015655	别克	pos
015655	君威	pos
015649	途观	neu
015649	大众	neu
015649	奥迪A5	neu
015638	沃尔沃	neu
015633	东风雪铁龙	neu
015632	众泰Z700	pos
015632	保时捷	neu
015631	宝来	neu
015628	宝马	pos
015628	X1 xDrive25Le	neu
015627	昕锐	neu
015625	众泰	neu
015621	速派	neu
015620	斯巴鲁	neg
015617	奥拓	neu
015617	qq	neu
015614	福特	neg
015610	大众	neu
015607	斯柯达	pos
015606	迈腾	neu
015604	现代	neu
015604	起亚	neu
015604	大众	neu
015604	别克	neu
015604	传祺轿车GA6	pos
015601	昕锐	pos
015601	斯柯达	pos
015597	朗行	pos
015596	桑塔纳2000	neu
015596	高尔夫	neu
015596	大众高尔	neu
015595	昕动	pos
015590	朗逸	pos
015590	大众	pos
015590	辉昂	pos
015589	胜达	neu
015589	迈腾	pos
015589	捷达	pos
015587	大众POLO	pos
015586	昕动	pos
015585	途观	pos
015579	途安l	pos
015575	Polo GTi	neu
015575	大众	neu
015573	明锐	neu
015565	Yeti	neu
015562	速腾	neu
015558	途安L	pos
015558	宝马	neu
015552	途安	neu
015549	朗行	pos
015548	保时捷Cayman GT4	neu
015548	保时捷911 Turbo	neu
015535	萨帕特	pos
015535	迈腾	neu
015533	奔驰E	pos
015531	大众辉昂	neu
015523	上汽大众辉昂	neu
015522	思域	neu
015522	思铭	neu
015522	东风本田	neu
015520	桑塔纳	neu
015520	捷达	pos
015511	别克威朗	pos
015506	长城M4	neu
015506	大众凌渡	neu
015501	上汽大众	neu
015501	途观	neu
015489	速派	neu
015486	广汽传祺	pos
015486	传祺	pos
015483	炫丽	neu
015483	大龅牙	pos
015481	马自达Atenza	pos
015481	马自达	pos
015481	阿特兹	pos
015478	福特	neu
015462	广汽传祺	neu
015454	凯迪拉克CT6 PHEV	neu
015450	丰田	neu
015449	途观	neu
015446	小理	pos
015445	长城	neu
015445	哈弗H6	pos
015443	宝来R	neu
015439	PHIDEON辉昂	pos
015439	上汽大众	neu
015436	奥迪	neu
015434	帕萨特	pos
015432	途安L	pos
015432	CR-V	neu
015426	玛莎拉蒂Birdcage	neu
015418	东风风神	pos
015418	A60	pos
015416	迈腾	pos
015406	速腾	pos
015405	上汽大众	neu
015405	途观	neu
015399	宝马	neu
015397	昕动	neu
015395	长安金牛星	neg
015389	福特翼虎	neu
015389	S350	neu
015383	君越	neg
015375	东风本田	neu
015375	XR-V	neu
015371	桑塔纳	neu
015367	大众	pos
015366	斯柯达明锐	neu
015361	特斯拉	neg
015360	大众	neu
015358	速派	pos
015358	斯柯达	pos
015357	雪佛兰	neu
015356	大众POLO	neu
015356	POLO	neu
015344	明锐	pos
015343	东风标致4008	pos
015338	朗逸	pos
015338	C4世嘉	pos
015337	东风风神	neg
015330	凯越	neu
015330	别克	neu
015328	大众	neu
015322	大众凌渡	neu
015322	大众	neu
015320	大众途观	pos
015308	大众	neg
015306	昕动	neu
015305	速派	neu
015291	现代	neu
015291	宝马	neu
015291	大众	neu
015291	西亚特	neu
015291	霍顿	neu
015291	宝马	neu
015290	凯越	pos
015284	凌渡	pos
015277	凌渡	pos
015273	英朗	neu
015273	轩逸	neu
015273	朗逸	neu
015273	卡罗拉	pos
015270	劳斯莱斯	neu
015267	速派	neu
015266	雷克萨斯	neu
015264	大众polo	neu
015264	桑塔啦	neu
015251	玛莎拉蒂	neg
015250	Polo GTi	neu
015249	一汽大众	pos
015249	迈腾	pos
015249	捷达	pos
015249	奥迪	pos
015248	东风标致	neu
015241	腾势	pos
015240	东风悦达起亚KX3	neu
015239	广汽本田	neg
015238	帕萨特	pos
015233	东风标致3008	pos
015228	东风雪铁龙	neu
015228	爱丽舍	neu
015227	凌渡GTS	pos
015225	瑞风	neu
015225	风行	neu
015224	雷诺	pos
015224	拉达	pos
015221	雷诺Clio	pos
015221	Ypsilon	pos
015214	速派	pos
015214	昊锐	neu
015212	速派	neu
015212	斯柯达	neu
015210	斯巴鲁森林人	neu
015209	胜达	neg
015208	路虎极光	neu
015204	晶锐	pos
015199	沃尔沃	neg
015196	朗逸	pos
015195	马自达	pos
015191	速派	pos
015183	科鲁兹	neu
015182	Polo	neu
015175	拉达	neu
015175	Niva	neu
015173	朗境	pos
015164	路虎	neu
015164	宝马	neu
015162	东风标致	neu
015162	3008	neu
015162	308S	neu
015162	丰田卡罗拉	neu
015162	东风标致	neu
015162	大众朗逸	neu
015161	瑞翼	pos
015161	瑞纳	neu
015156	斯柯达速派	pos
015154	奔驰	neu
015154	宝马	neu
015154	昂科威	pos
015152	朗逸	pos
015147	轩逸	neu
015146	Polo GTI	pos
015145	Polo	pos
015144	速腾	pos
015143	讴歌	neg
015135	朗逸	pos
015131	宝骏560	pos
015123	玛莎拉蒂GT	pos
015122	本田	neu
015117	帕萨特	neu
015115	凌渡	pos
015112	MGGS	neu
015097	飞度	pos
015093	途观	pos
015092	朗动	neu
015089	途观	pos
015088	途安L	pos
015084	思域	neg
015084	宝来R	pos
015078	雷克萨斯	neu
015077	大众	neu
015072	途安	pos
015059	大众捷达	pos
015055	朗逸	pos
015050	大众	pos
015050	迈腾	pos
015047	名爵MG3	pos
015046	丰田	neu
015032	郑州日产俊风	neg
015027	途锐	neu
015027	卡宴	neu
015027	Q7	neu
015026	别克昂科拉	neu
015024	长安马自达	neu
015022	昕动	pos
015018	凌渡	pos
015015	斯柯达昕动	pos
015014	大众POLO	neu
015000	朗行	pos
014999	速派	pos
014998	斯柯达明锐	pos
014996	保时捷	neu
014995	斯柯达	neg
014995	明锐	neg
014994	速派	neu
014994	明锐	neu
014989	速腾	neu
014989	大众朗逸	neg
014989	大众	neg
014985	保时捷panamera4S	neg
014977	凯迪拉克PHEV	neu
014976	速腾	neu
014976	明锐	neu
014976	朗逸	neu
014976	福克斯	neu
014976	宝来	neu
014976	奥拓	neu
014975	雪弗兰	neg
014975	上海通用	neg
014971	东风标致	pos
014970	众泰	pos
014960	长安悦翔	neu
014957	长安杰勋	neg
014951	明锐	neg
014950	菲亚特	neg
014941	凯迪拉克PHEV	neu
014937	长安cs35	neg
014935	奔驰	pos
014934	奇骏	pos
014934	法拉利	neu
014930	奥迪a8L	neg
014929	斯柯达	pos
014926	斯威	neu
014926	凯翼	neu
014926	汉腾	neu
014926	比速	neu
014919	胜达	pos
014919	北京现代	pos
014918	途观	pos
014914	迈腾	pos
014910	本田	pos
014908	轩逸	pos
014907	五菱小面	neu
014907	长城	neu
014907	哈弗	pos
014899	大众凌渡	neu
014899	吉利博越	neu
014898	速腾	neu
014898	明锐	neu
014897	上汽大众途观	neu
014891	天津一汽	neu
014891	夏利N5	neu
014890	逍客	neu
014890	启辰	pos
014886	锐虎	neg
014884	斯柯达	neu
014883	桑塔纳	pos
014880	辉昂	pos
014876	斯柯达	pos
014876	明锐	pos
014873	东风风神	pos
014873	A60	pos
014870	速派	pos
014865	雅阁	pos
014865	帕萨特	pos
014865	君越	pos
014865	奔驰C级	pos
014865	宝马3系	pos
014856	Polo	pos
014849	沃尔沃	pos
014846	一汽-大众	neg
014846	奥迪SQ5	neg
014845	众泰	neu
014845	双环 SCEO	neu
014845	力帆 320	neu
014845	宝马 X5	neu
014842	帕萨特	neu
014841	广汽传祺	neu
014835	速派	pos
014828	小夏	neg
014818	雅阁	pos
014818	雪铁龙C4L	neg
014818	凌派	neu
014811	本田锋范	neu
014809	凯越	neg
014800	轩逸	neg
014799	思域	neu
014792	国产雅阁	pos
014790	翼搏	neu
014788	斯柯达昕动	pos
014786	途安L	pos
014775	蒙迪欧	neu
014775	君越	neu
014775	君威	neu
014774	英朗	neu
014774	欧宝雅特	neu
014774	别克	neu
014769	明锐	neu
014765	知豆ZD-1	neg
014764	卡罗拉	pos
014763	五十铃	neu
014763	李尔	neu
014763	江铃	neu
014763	福特	neu
014762	途观	pos
014759	广汽丰田	neu
014752	速派	pos
014744	途观	pos
014741	雨燕	neu
014740	楼兰	neu
014740	蓝鸟	neu
014740	东风日产	neu
014737	PHIDEON辉昂	pos
014734	凌渡	neu
014730	雅阁	pos
014730	奔驰	neu
014726	朗境	pos
014722	林肯	neu
014722	MKZ	neu
014719	高尔	pos
014704	大众	neu
014701	起亚 K5	neu
014698	速腾	neu
014695	昂科拉	pos
014694	速派	neu
014693	别克凯越	neu
014690	大众	neu
014684	IS	neg
014682	途安L	pos
014680	途观	pos
014677	玛莎拉蒂	pos
014675	宝马 S 1000 RR	neu
014674	Q3	pos
014669	北京奔驰C级	neg
014666	速派	pos
